channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,"Tier (1, 2, or 3)",local_composite_score,global_composite_score
AlvinBlox,Instance.new() - Instancing tutorial - Roblox beginner scripting #5,https://www.youtube.com/watch?v=ivqeeFwcixg,2019-10-06,7:01,327949,10442,798,instancenewinstancingtutorialrobloxbeginnerscripting5.txt,2,1.2497226739182363,1.407864382990821
AlvinBlox,PIGGY SHOP (Part Two)- How To Make A Piggy Game On Roblox Part 8,https://www.youtube.com/watch?v=C4ak1tYin8Q,2020-05-22,54:03:00,86431,1590,679,piggyshopparttwohowtomakeapiggygameonrobloxpart8.txt,2,1.2781048813348443,1.0586200262587386
AlvinBlox,"Values - Beginner Roblox Scripting #14 - BoolValues, StringValues, IntValues, etc..",https://www.youtube.com/watch?v=TVb5c_lLR38,2020-01-24,14:01,136659,3972,432,valuesbeginnerrobloxscripting14boolvaluesstringvaluesintvaluesetc.txt,2,1.2922221779513932,0.5535258062278949
AlvinBlox,METATABLES - Roblox Scripting Tutorial,https://www.youtube.com/watch?v=RDTNKgjU3hg,2020-09-09,35:17:00,57591,1970,414,metatablesrobloxscriptingtutorial.txt,2,1.2968515031103929,0.8478429550026876
AlvinBlox,Tables (table.remove / table.insert) - Beginner Roblox Scripting #17,https://www.youtube.com/watch?v=4it-gbXldn8,2020-03-17,15:14,104912,3194,373,tablestableremovetableinsertbeginnerrobloxscripting17.txt,2,1.3710131968144266,0.5370142939007992
AlvinBlox,Repeating (Repeat Until) - Roblox Beginner Scripting #16,https://www.youtube.com/watch?v=8Y_GvRxyauI,2020-03-15,16:29,106084,3400,340,repeatingrepeatuntilrobloxbeginnerscripting16.txt,2,1.3731101338043585,0.49369363124554544
AlvinBlox,PIGGY SHOP TUTORIAL - How To Make A Piggy Game On Roblox Part 7,https://www.youtube.com/watch?v=Xyv6bWyM-CU,2020-05-22,1:12:10,61749,1491,581,piggyshoptutorialhowtomakeapiggygameonrobloxpart7.txt,2,1.3811907406073014,0.9796387325673848
AlvinBlox,New Output in Roblox Studio! (New Features),https://www.youtube.com/watch?v=Gp8h1IfUsAw,2020-06-30,7:21,42444,1441,554,newoutputinrobloxstudionewfeatures.txt,2,1.3817240094991863,1.0055482515926486
AlvinBlox,HOW TO MAKE A STORY GAME ON ROBLOX,https://www.youtube.com/watch?v=woj6Ya4hLyU,2021-10-24,3:53,76236,2255,259,howtomakeastorygameonroblox.txt,2,1.381889059304322,0.9446576791558581
AlvinBlox,Services & GetService() - Beginner Roblox Scripting #19,https://www.youtube.com/watch?v=jOFrwMkl8LI,2020-03-20,39:08:00,95068,2981,385,servicesgetservicebeginnerrobloxscripting19.txt,2,1.3943308123217815,0.5774235051734685
AlvinBlox,🔥 How to Make an Obby on Roblox Studio | Beginners Scripting Tutorial 🎮,https://www.youtube.com/watch?v=9v3GvfX_qr8,2023-05-16,16:21,269560,5765,497,howtomakeanobbyonrobloxstudiobeginnersscriptingtutorial.txt,2,1.4039148784522735,1.7569499899657057
AlvinBlox,Roblox Cutscene Script Tutorial,https://www.youtube.com/watch?v=A3JFj7ugqKg,2020-05-31,7:36,384831,10380,2013,robloxcutscenescripttutorial.txt,2,1.4105122185539432,3.1010914584844405
AlvinBlox,While Loops - Roblox Beginner Scripting  #15,https://www.youtube.com/watch?v=oCcPKNr3R6Q,2020-03-13,13:07,86041,3262,358,whileloopsrobloxbeginnerscripting15.txt,2,1.4111143842823546,0.5368851016642935
AlvinBlox,Roblox Obby Checkpoint Tutorial,https://www.youtube.com/watch?v=Aa83VYif6VA,2020-03-28,10:58,405836,10589,1814,robloxobbycheckpointtutorial.txt,2,1.438725607388404,2.8537913037343805
AlvinBlox,Saving Obby Checkpoints - Roblox Scripting Tutorial,https://www.youtube.com/watch?v=vobF8wCyl6U,2020-03-29,17:19,73750,1900,468,savingobbycheckpointsrobloxscriptingtutorial.txt,2,1.460021043506024,0.7669141533559368
AlvinBlox,GetChildren vs GetDescendants - Roblox Scripting Tutorial,https://www.youtube.com/watch?v=ZJ93ZfUxuhk,2020-08-07,5:09,32103,1075,350,getchildrenvsgetdescendantsrobloxscriptingtutorial.txt,2,1.4894442191441999,0.8262631234145807
AlvinBlox,How To Make A Piggy Game In Roblox - Piggy / Granny Tutorial - Ep 2,https://www.youtube.com/watch?v=2tcHtnGAnB4,2020-04-26,52:15:00,261134,5529,2904,howtomakeapiggygameinrobloxpiggygrannytutorialep2.txt,2,1.4990918554513495,3.714080467143499
AlvinBlox,Elseif & Embedded If Statements - Beginner Roblox Scripting #12,https://www.youtube.com/watch?v=6-Q6fnRugiQ,2020-01-07,9:57,102231,3069,313,elseifembeddedifstatementsbeginnerrobloxscripting12.txt,2,1.5095912484400524,0.42152358960286407
AlvinBlox,For Loops - Roblox Beginner Scripting #20,https://www.youtube.com/watch?v=wBp_0SntPV0,2020-03-23,18:51,84086,2378,253,forloopsrobloxbeginnerscripting20.txt,2,1.5287447694192335,0.4693719295287134
AlvinBlox,How To Make A Daily Reward - Roblox Scripting Tutorial,https://www.youtube.com/watch?v=FcNyjf2qL2o,2019-03-18,48:32:00,131778,3822,745,howtomakeadailyrewardrobloxscriptingtutorial.txt,2,1.550670480532969,0.8370660974373338
AlvinBlox,What does 'local' variable mean? - Roblox Beginner Scripting #22,https://www.youtube.com/watch?v=bJAzpKCBRE4,2020-03-26,14:26,71222,2159,246,whatdoeslocalvariablemeanrobloxbeginnerscripting22.txt,2,1.5679890302310402,0.4915011957306975
AlvinBlox,Saving Items In DataStore - Egg Hunt Game Episode 2,https://www.youtube.com/watch?v=8FsAg9ZD_d0,2020-04-10,26:53:00,36240,1078,446,savingitemsindatastoreegghuntgameepisode2.txt,2,1.5856776299779174,0.8417294837054852
AlvinBlox,How To Make A Simulator On Roblox Part 3 - Data Saving & Size Scripting,https://www.youtube.com/watch?v=tFATXcfL4zs,2019-03-22,11:39,124685,2237,912,howtomakeasimulatoronrobloxpart3datasavingsizescripting.txt,2,1.5932696896705814,1.0700330859500036
AlvinBlox,Roblox - Play music in different areas - Scripting tutorial (2020 updated version),https://www.youtube.com/watch?v=L_Jga2MgRdU,2019-04-13,18:59,321346,8110,1934,robloxplaymusicindifferentareasscriptingtutorial2020updatedversion.txt,2,1.6198681952035272,2.6013567905929413
AlvinBlox,UIGradient - Roblox Tutorial,https://www.youtube.com/watch?v=ZnVgddR7xjc,2020-01-26,3:46,61299,1166,468,uigradientrobloxtutorial.txt,2,1.622087796559749,0.7724629024437895
AlvinBlox,Relational/Conditional Operators - Beginner Roblox Scripting #13,https://www.youtube.com/watch?v=pFGBaPtjDbs,2020-01-08,2:46,83290,2378,235,relationalconditionaloperatorsbeginnerrobloxscripting13.txt,2,1.6379136398607086,0.390697339989937
AlvinBlox,How To Make A Roblox Game - Saving Data (4),https://www.youtube.com/watch?v=5AUP9C0rtBY,2018-12-16,15:30,135130,2963,913,howtomakearobloxgamesavingdata4.txt,2,1.6425872692129555,1.09436731363449
AlvinBlox,Shop GUI - How To Make A Roblox Game (Sword Fight) - Part 5,https://www.youtube.com/watch?v=WN932TP8GUU,2019-03-10,1:38:09,170140,3120,1554,shopguihowtomakearobloxgameswordfightpart5.txt,2,1.6540273155241367,1.74096419644467
AlvinBlox,Breaking Loops (break) - Beginner Roblox Scripting #21,https://www.youtube.com/watch?v=RjAp3iH_I4Y,2020-03-24,12:27,59374,1665,200,breakingloopsbreakbeginnerrobloxscripting21.txt,2,1.6550982435184496,0.47672204933418
AlvinBlox,"Beginner Roblox Scripting Tutorial 3 - Dice Game (Properties,Referencing Part 2]",https://www.youtube.com/watch?v=jugxDNrrdRY,2019-08-06,10:21,393164,13194,1304,beginnerrobloxscriptingtutorial3dicegamepropertiesreferencingpart2.txt,2,1.6553940202394841,2.1877908506832853
AlvinBlox,"How To Make A Simulator Game On Roblox - Part 2, Rebirths",https://www.youtube.com/watch?v=CkwJZX7pUPA,2019-01-27,14:21,325181,5003,1851,howtomakeasimulatorgameonrobloxpart2rebirths.txt,2,1.661601874537266,2.404009023620585
AlvinBlox,How To Make A Story Game On Roblox - Episode 1,https://www.youtube.com/watch?v=hmaewyY0vHo,2021-10-29,34:45:00,513921,13329,1793,howtomakeastorygameonrobloxepisode1.txt,2,1.6761385118838754,3.5637414905344587
AlvinBlox,Roblox How To Make A Car Spawner Gui,https://www.youtube.com/watch?v=zM6QhIn_JBY,2018-06-09,34:44:00,236474,5150,1469,robloxhowtomakeacarspawnergui.txt,2,1.6913677173029233,2.026025145673919
AlvinBlox,Roblox Currency Script System Tutorial - Monetise your Game,https://www.youtube.com/watch?v=h92s4Xn26oc,2018-08-07,44:48:00,300604,6917,1721,robloxcurrencyscriptsystemtutorialmonetiseyourgame.txt,2,1.699501712867645,2.4537639365624115
AlvinBlox,Roblox DataStore Tutorial - Data Stores & Saving Data - Scripting Tutorial,https://www.youtube.com/watch?v=DkYupSBUpes,2019-03-23,13:07,431575,8836,1644,robloxdatastoretutorialdatastoressavingdatascriptingtutorial.txt,2,1.7357565656187135,2.4546484938388677
Black Girls Code,Bonus Interview: What is an NFT?,https://www.youtube.com/watch?v=zYZeh8AmXHA,2023-05-12,10:14,68662,101,4,bonusinterviewwhatisannft.txt,1,0.7186174823928123,1.5891675479091791
Black Girls Code,Tutorial 4: How to Code Animated Art In JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=I49CXUIXvM8,2023-04-28,11:18,84000,179,8,tutorial4howtocodeanimatedartinjavascriptcodealongwithblackgirlscode.txt,1,0.7891350753975233,1.5496762495636287
Black Girls Code,Tutorial  2: How to Code Animated Art In JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=7CctZpjeYRc,2023-03-31,5:31,93537,242,8,tutorial2howtocodeanimatedartinjavascriptcodealongwithblackgirlscode.txt,1,0.8201634377640888,1.5122787894519143
Black Girls Code,Tutorial 3: How to Code Animated Art In JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=BatBAa1p8Jo,2023-04-14,9:58,89973,175,4,tutorial3howtocodeanimatedartinjavascriptcodealongwithblackgirlscode.txt,1,0.8790242920355236,1.5360248052461554
Black Girls Code,Role Models: An Interview with Senior Instructional Designer Genevieve Johnson,https://www.youtube.com/watch?v=L8OvAsB79Jg,2023-06-09,7:55,94828,208,9,rolemodelsaninterviewwithseniorinstructionaldesignergenevievejohnson.txt,1,0.9793620356643067,1.565723279229153
Black Girls Code,Black Girls Code x Ciara Invite You to Build A Beat,https://www.youtube.com/watch?v=uzdwdy1sJcU,2023-11-14,2:03,69069,89,1,blackgirlscodexciarainviteyoutobuildabeat.txt,1,1.0589851712025249,1.7376508297932318
Black Girls Code,Role Models: An Interview with UX Designer Deia Green,https://www.youtube.com/watch?v=GMmldKf3wrg,2023-04-21,6:08,117063,287,8,rolemodelsaninterviewwithuxdesignerdeiagreen.txt,1,1.0852899307758594,1.4959595805859442
Black Girls Code,Role Models: An Interview with Digital Artist Shae Anthony,https://www.youtube.com/watch?v=JULMdGb95RY,2023-04-07,5:58,118606,295,9,rolemodelsaninterviewwithdigitalartistshaeanthony.txt,1,1.11827115748203,1.4814671757044833
Black Girls Code,Role Models: An Interview with Professional Esports Player Jeannail Carter,https://www.youtube.com/watch?v=iXKFeKDX-Nk,2023-06-23,7:35,91765,231,14,rolemodelsaninterviewwithprofessionalesportsplayerjeannailcarter.txt,1,1.1281340875932306,1.5734443510392113
Black Girls Code,Role Models: An Interview with Motion Graphics Artist Emonee LaRussa,https://www.youtube.com/watch?v=COD8GinA5wI,2023-02-24,8:22,135362,350,6,rolemodelsaninterviewwithmotiongraphicsartistemoneelarussa.txt,1,1.1451901122795358,1.427839869255918
Black Girls Code,Tutorial 3: How to Code Digital Art in JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=FfIqve41ZqI,2023-03-03,14:30,127728,334,9,tutorial3howtocodedigitalartinjavascriptcodealongwithblackgirlscode.txt,1,1.1547463300461063,1.4404147841039023
Black Girls Code,Role Models: An Interview with  Digital Illustrator and Activist Danielle Coke,https://www.youtube.com/watch?v=NAi-aCeEGUc,2023-03-17,6:17,122564,266,4,rolemodelsaninterviewwithdigitalillustratorandactivistdaniellecoke.txt,1,1.1584310100465538,1.467457921547998
Black Girls Code,Tutorial 4: Code a Roblox Obby With Me,https://www.youtube.com/watch?v=Y74DZ9CeeL0,2023-06-30,10:57,106729,311,12,tutorial4codearobloxobbywithme.txt,1,1.1756390903927394,1.5577818781518273
Black Girls Code,Role Models: An Interview with Motion Designer Ariel Paxton,https://www.youtube.com/watch?v=wcCJGkMhxkU,2023-05-05,5:53,129526,399,9,rolemodelsaninterviewwithmotiondesignerarielpaxton.txt,1,1.198736247071904,1.4837377893234052
Black Girls Code,"Black Girls CODE Alumnae Summit 2022 “How to be an Agent of Change in Tech""",https://www.youtube.com/watch?v=f6vfeGu0zvE,2022-09-28,1:01:32,279,8,0,blackgirlscodealumnaesummit2022howtobeanagentofchangeintech.txt,1,1.253196125737529,1.5109066529659345
Black Girls Code,Tutorial 1: How to Code Animated Art In JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=mWZNOe_l8D0,2023-03-24,9:27,84045,298,24,tutorial1howtocodeanimatedartinjavascriptcodealongwithblackgirlscode.txt,1,1.2535304488830457,1.4971785985248376
Black Girls Code,"Black Girls CODE Alumnae Summit 2022 ""Women in Web3: The Future is NOW""",https://www.youtube.com/watch?v=jaADyFGClyo,2022-09-28,57:14:00,269,7,0,blackgirlscodealumnaesummit2022womeninweb3thefutureisnow.txt,1,1.254079276060392,1.5109720738745906
Black Girls Code,"Black Girls CODE Alumnae Summit 2022 ""We Live and Learn: A Conversation with Black Women in Tech""",https://www.youtube.com/watch?v=Dzm7nl2bvdc,2022-09-28,1:00:28,271,4,0,blackgirlscodealumnaesummit2022weliveandlearnaconversationwithblackwomenintech.txt,1,1.2563541915841403,1.5111271139598021
Black Girls Code,Black Girls CODE Atlanta Summer Camp 2022,https://www.youtube.com/watch?v=cAINxZukgIY,2022-10-06,1:35,474,10,0,blackgirlscodeatlantasummercamp2022.txt,1,1.2586187559945416,1.516779482961419
Black Girls Code,Black Girls CODE Bay Area Summer Camp 2022,https://www.youtube.com/watch?v=i0MNPO-7y4s,2022-10-06,1:44,403,5,0,blackgirlscodebayareasummercamp2022.txt,1,1.2632802964945329,1.5171336398626973
Black Girls Code,How To Create An Arc in p5.js,https://www.youtube.com/watch?v=4E4MpfG4jiE,2023-03-29,0:29,3460,56,2,howtocreateanarcinp5js.txt,1,1.3149064120785663,1.6436323092166192
Black Girls Code,Role Models: An Interview with Professional Gamer Bri Williams,https://www.youtube.com/watch?v=EyzjngFnnrs,2023-07-21,10:06,133738,316,8,rolemodelsaninterviewwithprofessionalgamerbriwilliams.txt,1,1.3633137054816276,1.5438111989319467
Black Girls Code,"""Thank You!"" from Our Interim Executive Director",https://www.youtube.com/watch?v=XwNiu-0qhiw,2023-01-13,2:05,418,23,0,thankyoufromourinterimexecutivedirector.txt,1,1.3636247878272445,1.5932538308501014
Black Girls Code,Why You Should CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=V7Um-4-Y70o,2023-03-10,0:33,387,30,1,whyyoushouldcodealongwithblackgirlscode.txt,1,1.3860695543566386,1.635346299576911
Black Girls Code,Watch Actress Ella Balinska Recap Her Career in 60 Seconds!,https://www.youtube.com/watch?v=jAYK6vJbhxU,2023-08-19,0:48,3493,117,10,watchactressellabalinskarecaphercareerin60seconds.txt,1,1.3998215739165643,1.7422626311149718
Black Girls Code,Get Inspired by Emonee LaRussa,https://www.youtube.com/watch?v=2EaGkkim_5g,2023-04-19,0:29,338,21,2,getinspiredbyemoneelarussa.txt,1,1.40250838178194,1.6658443611149811
Black Girls Code,Get Excited for Danielle Coke's CODE Along Interview!,https://www.youtube.com/watch?v=fIDgB4OHxYM,2023-03-16,0:28,345,17,1,getexcitedfordaniellecokescodealonginterview.txt,1,1.403448414793078,1.6407552402244392
Black Girls Code,Excited are we?,https://www.youtube.com/watch?v=LJf_jzwW9pI,2023-03-10,0:09,1567,26,0,excitedarewe.txt,1,1.4125385018388594,1.635219820811221
Black Girls Code,Three Things You Need (And Already Have) To Be An Artist,https://www.youtube.com/watch?v=J-wD2RG_zKQ,2023-03-23,0:39,304,15,1,threethingsyouneedandalreadyhavetobeanartist.txt,1,1.4135430294891014,1.646363604013008
Black Girls Code,Black Girls CODE x GoldieBlox's First Short,https://www.youtube.com/watch?v=Ttq3X8L_r08,2023-03-10,0:25,664,21,0,blackgirlscodexgoldiebloxsfirstshort.txt,1,1.4269379639047035,1.636645766372193
Black Girls Code,Behind the Scenes of CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=qx7Fsi2uMy8,2023-03-10,0:13,465,11,0,behindthescenesofcodealongwithblackgirlscode.txt,1,1.4369281861658079,1.6374275080035992
Black Girls Code,You Can Have It All! A Message from Shae Anthony,https://www.youtube.com/watch?v=9h9X_FOxnK0,2023-04-19,0:58,701,14,1,youcanhaveitallamessagefromshaeanthony.txt,1,1.4408380113292953,1.6669279643963884
Black Girls Code,A Pep Talk from Deia Green On Being Creative,https://www.youtube.com/watch?v=6tHX7Y68_J0,2023-04-19,0:38,325,19,1,apeptalkfromdeiagreenonbeingcreative.txt,1,1.4414082628244198,1.6671496362581903
Black Girls Code,Tutorial 5: Code a Roblox Obby With Me,https://www.youtube.com/watch?v=2A5d-Ziwi9g,2023-07-14,5:57,135113,310,10,tutorial5codearobloxobbywithme.txt,1,1.4503521682412233,1.534537775417033
Black Girls Code,Role Models: How I Landed My Dream Job In Gaming With Jen Oneal,https://www.youtube.com/watch?v=3NQpRCdTGtA,2023-08-04,8:44,136461,250,5,rolemodelshowilandedmydreamjobingamingwithjenoneal.txt,1,1.4577774524099045,1.5582222644128907
Black Girls Code,How To Create Art Digitally with Black Girls CODE,https://www.youtube.com/watch?v=RDgt9cZO3jM,2023-03-29,0:21,273,13,0,howtocreateartdigitallywithblackgirlscode.txt,1,1.4595814654318364,1.652363897988723
Black Girls Code,Ariel Paxton Shares Her Career in 60 Seconds,https://www.youtube.com/watch?v=Y7i7eBuYMK4,2023-05-05,0:41,260,16,1,arielpaxtonshareshercareerin60seconds.txt,1,1.4629417051692226,1.6798492025063663
