channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,"Tier (1, 2, or 3)"
AlvinBlox,Roblox DataStore Tutorial - Data Stores & Saving Data - Scripting Tutorial,https://www.youtube.com/watch?v=DkYupSBUpes,3/23/19,13:07,431575,8836,1644,robloxdatastoretutorialdatastoressavingdatascriptingtutorial.txt,2
AlvinBlox,How To Make A Roblox Game - Episode 3,https://www.youtube.com/watch?v=YODOWwLZaxE,12/11/18,26:13:00,381706,6925,4411,howtomakearobloxgameepisode3.txt,2
Beginner's Code Zone,Python Password Generator: A Project for Beginner Programmers,https://www.youtube.com/watch?v=1TNO1sYfw4I,1/4/23,15:11,294,16,9,pythonpasswordgeneratoraprojectforbeginnerprogrammers.txt,3
Beginner's Code Zone,ROCK PAPER SCISSORS game using Python | Beginners project,https://www.youtube.com/watch?v=-GzEmTmxq0Y,5/18/23,13:13,264,12,2,rockpaperscissorsgameusingpythonbeginnersproject.txt,3
Beginner's Code Zone,Singly Linked List complete 💻 | Data Structures using Python,https://www.youtube.com/watch?v=QX_j6_AYafA,7/30/23,38:21:00,299,11,3,singlylinkedlistcompletedatastructuresusingpython.txt,3
Beginner's Code Zone,Doubly Linked List | Data Structures using Python,https://www.youtube.com/watch?v=xmgpPc3ISyU,8/2/23,22:00,143,7,1,doublylinkedlistdatastructuresusingpython.txt,3
Black Girls Code,How to Code an Animation in Scratch | Episode 3/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=x5xnXwT83tc,3/22/24,11:56,304567,8405,0,howtocodeananimationinscratchepisode38ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,Black Girls Code Meets Mark Rober on a CrunchLabs Field Trip | Code Along,https://www.youtube.com/watch?v=vQ5NXC2hOyA,11/11/23,7:58,209888,7388,7,blackgirlscodemeetsmarkroberonacrunchlabsfieldtripcodealong.txt,1
Black Girls Code,Have You Ever Thought About Working at Google? | Episode 8/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=ahQQpYG0Lhk,4/26/24,6:26,199330,5625,4,haveyoueverthoughtaboutworkingatgoogleepisode88ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,How to Code a Song in Scratch | Episode 6/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=fJsFiQAPo0Q,4/12/24,9:52,193710,4710,0,howtocodeasonginscratchepisode68ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,Have You Ever Seen Inside Google? | Episode 7/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=4-1qfmCZ67U,4/19/24,6:27,207688,3234,5,haveyoueverseeninsidegoogleepisode78ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,How to Code a Story in Scratch | Episode 5/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=gXfWsAVqLmM,4/5/24,15:01,231911,1311,1,howtocodeastoryinscratchepisode58ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,Tutorial 1: Code a Roblox Obby With Me,https://www.youtube.com/watch?v=PP61bx3X_Qk,5/26/23,8:49,238136,850,24,tutorial1codearobloxobbywithme.txt,1
Black Girls Code,How to Code in Scratch | Episode 1/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=VroOSToSNx8,3/8/24,11:07,163218,726,11,howtocodeinscratchepisode18ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,Tutorial 1: How to Code Digital Art in JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=IoO183rDxUY,2/10/23,11:43,301604,666,25,tutorial1howtocodedigitalartinjavascriptcodealongwithblackgirlscode.txt,1
Black Girls Code,Role Models: An Interview with Actress and Gamer Ella Balinska,https://www.youtube.com/watch?v=vKm7ORdnzkU,8/18/23,9:16,149812,436,31,rolemodelsaninterviewwithactressandgamerellabalinska.txt,1
Black Girls Code,Tutorial 7: Code a Roblox Obby With Me,https://www.youtube.com/watch?v=dOrtaUVymLI,8/11/23,9:51,182308,393,5,tutorial7codearobloxobbywithme.txt,1
Black Girls Code,Role Models: An Interview with VALORANT Software Engineer Bisola Alugbin,https://www.youtube.com/watch?v=Pyk-47mgL50,7/7/23,8:23,141752,358,16,rolemodelsaninterviewwithvalorantsoftwareengineerbisolaalugbin.txt,1
Black Girls Code,Tutorial 4: How to Code Digital Art in JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=WA-9l88AA5I,3/10/23,8:38,164036,352,5,tutorial4howtocodedigitalartinjavascriptcodealongwithblackgirlscode.txt,1
Black Girls Code,CODE Along: Win $2500!,https://www.youtube.com/watch?v=fZKyNSH2mmM,8/25/23,2:19,139194,344,18,codealongwin2500.txt,1
Black Girls Code,Tutorial 2: How to Code Digital Art in JavaScript | CODE Along with Black Girls CODE,https://www.youtube.com/watch?v=oq1NUb1UJsM,2/17/23,15:09,152512,320,3,tutorial2howtocodedigitalartinjavascriptcodealongwithblackgirlscode.txt,1
Black Girls Code,BLACK GIRLS CODE EP #1:  The Revolution Will Be Mobilized.,https://www.youtube.com/watch?v=AQJU6ehn6-s,10/15/13,8:19,169261,161,23,blackgirlscodeep1therevolutionwillbemobilized.txt,1
Black Girls Code,How to Code an AI Chatbot in Scratch | Episode 4/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=wP_OsxPbdXA,3/29/24,10:13,329828,158,0,howtocodeanaichatbotinscratchepisode48ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,How to Code a Game in Scratch | Episode 2/8 of Code Along Jr. from Black Girls Code,https://www.youtube.com/watch?v=8eUmsALu4Gw,3/15/24,10:44,200359,102,0,howtocodeagameinscratchepisode28ofcodealongjrfromblackgirlscode.txt,1
Black Girls Code,CODE Along: Win $5000!,https://www.youtube.com/watch?v=gTAs9u_gfRs,5/19/23,3:40,282130,98,6,codealongwin5000.txt,1
Black Girls Code,CODE Along with Black Girls CODE and GoldieBlox,https://www.youtube.com/watch?v=rzdZjkttBag,2/6/23,2:35,164822,91,3,codealongwithblackgirlscodeandgoldieblox.txt,1
Brackeys,GOODBYE - And thanks for everything!,https://www.youtube.com/watch?v=_73UBoDZDLo,9/18/20,6:18,2629392,214720,25807,goodbyeandthanksforeverything.txt,2
Brackeys,How to make a Video Game in Unity - BASICS (E01),https://www.youtube.com/watch?v=IlKaB1etrik,1/25/17,11:26,8275899,184129,8092,howtomakeavideogameinunitybasicse01.txt,2
Brackeys,How to make a 2D Game in Unity,https://www.youtube.com/watch?v=on9nwbZngyw,7/8/18,14:28,6245165,140664,4653,howtomakea2dgameinunity.txt,2
Brackeys,How to make a Video Game - Getting Started (Unity),https://www.youtube.com/watch?v=j48LtUkZRjU,1/22/17,3:21,7824115,120902,2530,howtomakeavideogamegettingstartedunity.txt,2
Brackeys,How to make a Video Game in Unity - PROGRAMMING (E02),https://www.youtube.com/watch?v=9ZEu_I-ido4,2/1/17,10:11,4011509,92203,7477,howtomakeavideogameinunityprogramminge02.txt,2
Brackeys,FIRST PERSON MOVEMENT in Unity - FPS Controller,https://www.youtube.com/watch?v=_QajrabyTJc,10/27/19,23:53,3240857,83416,14362,firstpersonmovementinunityfpscontroller.txt,2
Brackeys,MAKING A GAME IN 10 MINUTES!!,https://www.youtube.com/watch?v=p8MzsDBI5EI,10/7/18,13:06,2060971,77401,3592,makingagamein10minutes.txt,2
Brackeys,PIXEL ART in Photoshop (Tutorial),https://www.youtube.com/watch?v=rLdA4Amea7Y,11/22/17,8:40,2185865,75262,1400,pixelartinphotoshoptutorial.txt,2
Brackeys,START MENU in Unity,https://www.youtube.com/watch?v=zc8ac_qUXQY,11/29/17,12:52,3083718,72621,3688,startmenuinunity.txt,2
Brackeys,How to make a Video Game in Unity - MOVEMENT (E03),https://www.youtube.com/watch?v=Au8oX5pu5u4,2/8/17,8:57,2606934,72517,4230,howtomakeavideogameinunitymovemente03.txt,2
Brackeys,2D Movement in Unity (Tutorial),https://www.youtube.com/watch?v=dwcT-Dch0bA,7/15/18,21:09,3117020,60011,5503,2dmovementinunitytutorial.txt,2
Brackeys,How to make a Video Game in Unity - CAMERA FOLLOW (E04),https://www.youtube.com/watch?v=HVB6UVcb3f8,2/15/17,6:41,1845174,51649,2541,howtomakeavideogameinunitycamerafollowe04.txt,2
Brackeys,2D Animation in Unity (Tutorial),https://www.youtube.com/watch?v=hkaysu1Z-N8,8/5/18,21:53,2455015,49790,3055,2danimationinunitytutorial.txt,2
Brackeys,TILEMAPS in Unity,https://www.youtube.com/watch?v=ryISV_nH8qw,1/31/18,13:45,1830375,38788,1207,tilemapsinunity.txt,2
Brackeys,Making of SHRINKING PLANET - Ludum Dare 38,https://www.youtube.com/watch?v=XldCg9sQYx0,4/30/17,3:54,1827697,38136,1407,makingofshrinkingplanetludumdare38.txt,2
Brackeys,Shooting with Raycasts - Unity Tutorial,https://www.youtube.com/watch?v=THnivyG0Mvo,4/19/17,13:41,1904908,37824,3695,shootingwithraycastsunitytutorial.txt,2
Brackeys,1. How to make a 2D Platformer - Basics - Unity Tutorial,https://www.youtube.com/watch?v=UbPiCgCkHTE,4/26/14,20:33,2622945,24612,2584,1howtomakea2dplatformerbasicsunitytutorial.txt,2
Brackeys,1. MAKE a GAME Basics (Unity),https://www.youtube.com/watch?v=g5QFW12utdU,8/6/13,12:37,2164264,21869,2243,1makeagamebasicsunity.txt,2
Brackeys,1. How to program in C# - BASICS - Beginner Tutorial,https://www.youtube.com/watch?v=pSiIHe2uZ2w,7/8/14,7:40,1971463,21260,1406,1howtoprogramincbasicsbeginnertutorial.txt,2
Brackeys,1. Unity Tutorial Basics - Create a Survival Game,https://www.youtube.com/watch?v=fRED_-LvJKQ,12/25/12,12:25,1925870,16446,2651,1unitytutorialbasicscreateasurvivalgame.txt,2
Bro Code,Python Full Course for free 🐍,https://www.youtube.com/watch?v=XKHEtdqhLK8,2/15/21,12:00:00,18928692,908956,25756,pythonfullcourseforfree.txt,2
Bro Code,Java Full Course for free ☕,https://www.youtube.com/watch?v=xk4_1vDrzzo,11/9/20,12:00:00,11007186,450454,16126,javafullcourseforfree.txt,2
Bro Code,C++ Full Course for free ⚡️,https://www.youtube.com/watch?v=-TkoO8Z07hI,6/28/22,6:00:00,3866332,130095,4501,cfullcourseforfree.txt,2
Bro Code,C Programming Full Course for free 🕹️,https://www.youtube.com/watch?v=87SH2Cn0s9A,10/7/21,4:05:00,2948120,96007,3731,cprogrammingfullcourseforfree.txt,2
Bro Code,JavaScript Full Course for free 🌐,https://www.youtube.com/watch?v=8dWL3wF_OMw,3/5/22,8:00:00,2760839,85975,2624,javascriptfullcourseforfree.txt,2
Bro Code,Learn HTML in 1 hour 🌎,https://www.youtube.com/watch?v=HD13eq_Pmp8,9/1/21,1:00:00,2024859,83407,2767,learnhtmlin1hour.txt,2
Bro Code,Learn Data Structures and Algorithms for free 📈,https://www.youtube.com/watch?v=CBYHwZcbD-s,11/11/21,4:00:15,1650834,73031,1500,learndatastructuresandalgorithmsforfree.txt,2
Bro Code,HTML & CSS Full Course for free 🌎 (2023),https://www.youtube.com/watch?v=HGTJBPNC-Gw,5/31/23,4:02:43,2420927,68689,2371,htmlcssfullcourseforfree2023.txt,2
Bro Code,C# Full Course for free 🎮,https://www.youtube.com/watch?v=wxznTygnRfQ,7/5/21,4:00:01,1500767,59319,2733,cfullcourseforfree_2.txt,2
Bro Code,JavaScript Full Course for free 🌐 (2024),https://www.youtube.com/watch?v=lfmg-EJ8gm4,1/1/24,12:00:00,1742109,54761,2605,javascriptfullcourseforfree2024.txt,2
Bro Code,MySQL Full Course for free 🐬 (2023),https://www.youtube.com/watch?v=5OdVJbNCSso,1/2/23,3:00:00,1805547,46516,1173,mysqlfullcourseforfree2023.txt,2
Bro Code,Learn CSS in 1 hour 🎨,https://www.youtube.com/watch?v=wRNinF7YQqQ,9/8/21,1:00:00,1106003,42592,1550,learncssin1hour.txt,2
Bro Code,PHP Full Course for non-haters 🐘 (2023),https://www.youtube.com/watch?v=zZ6vybT1HQs,3/29/23,4:00:00,1493300,37680,1696,phpfullcoursefornonhaters2023.txt,2
Bro Code,Java snake game 🐍,https://www.youtube.com/watch?v=bI6e6qjJ8JQ,7/20/20,43:30:00,1518097,37276,1640,javasnakegame.txt,2
Bro Code,HTML & CSS Full Course for free,https://www.youtube.com/watch?v=cyuzt1Dp8X8,11/17/20,4:55:13,788933,29102,1350,htmlcssfullcourseforfree.txt,2
Bro Code,Learn MongoDB in 1 Hour 🍃 (2023),https://www.youtube.com/watch?v=c2M-rlkkT5o,4/14/23,1:00:00,1007841,28787,1184,learnmongodbin1hour2023.txt,2
Bro Code,React Full Course for free ⚛️ (2024),https://www.youtube.com/watch?v=CgkZ7MvWUAA,1/16/24,4:43:02,1168108,26456,1158,reactfullcourseforfree2024.txt,2
Bro Code,JavaFX GUI Full Course for free ☕,https://www.youtube.com/watch?v=9XJicRt_FaI,3/22/21,4:20:01,852527,19720,791,javafxguifullcourseforfree.txt,2
Bro Code,Java tutorial for beginners ☕,https://www.youtube.com/watch?v=NBIUbTddde4,10/26/20,20:28,740324,17713,764,javatutorialforbeginners.txt,2
Bro Code,Let's code a SNAKE GAME in python! 🐍,https://www.youtube.com/watch?v=bfRwxS5d0SI,2/11/21,33:06:00,591774,12467,599,letscodeasnakegameinpython.txt,2
Cave of Programming,C++Tutorial for Beginners 1 - Introduction,https://www.youtube.com/watch?v=1MKhigIml3E,5/18/14,14:56,441500,2375,208,ctutorialforbeginners1introduction.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 1: A Hello World Program",https://www.youtube.com/watch?v=7WiPGP_0AUA,11/28/11,4:47,479915,1800,148,learnjavatutorialforbeginnerspart1ahelloworldprogram.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 13: Classes and Objects",https://www.youtube.com/watch?v=OHw2t8BaIUg,1/27/12,11:45,147725,1182,99,learnjavatutorialforbeginnerspart13classesandobjects.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 12: Multi-dimensional Arrays",https://www.youtube.com/watch?v=dj15BrhCHIc,1/15/12,13:07,103357,1165,93,learnjavatutorialforbeginnerspart12multidimensionalarrays.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 23: Interfaces",https://www.youtube.com/watch?v=UumX4mQKQlA,7/18/12,19:15,163640,1154,133,learnjavatutorialforbeginnerspart23interfaces.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 14: Methods",https://www.youtube.com/watch?v=-eoNHtILOs4,2/16/12,11:06,84852,771,58,learnjavatutorialforbeginnerspart14methods.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 16: Method Parameters",https://www.youtube.com/watch?v=fXVI4xuvozg,3/1/12,15:01,70841,755,68,learnjavatutorialforbeginnerspart16methodparameters.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 29: Upcasting and Downcasting",https://www.youtube.com/watch?v=Uj4JdvFKTNo,8/22/12,13:55,71288,722,86,learnjavatutorialforbeginnerspart29upcastinganddowncasting.txt,3
Cave of Programming,C++Tutorial for Beginners 3 - Hello World,https://www.youtube.com/watch?v=HztSZsbvhRg,5/19/14,23:16,125996,673,132,ctutorialforbeginners3helloworld.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 2: Using Variables",https://www.youtube.com/watch?v=oPBWC4_Zmj0,11/28/11,7:54,139553,629,59,learnjavatutorialforbeginnerspart2usingvariables.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 3: Strings (Working with text)",https://www.youtube.com/watch?v=p3EnEPP7SY8,11/29/11,9:22,105249,590,48,learnjavatutorialforbeginnerspart3stringsworkingwithtext.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 18: Constructors",https://www.youtube.com/watch?v=oSiN1J_G01Q,3/21/12,10:19,79353,589,66,learnjavatutorialforbeginnerspart18constructors.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 20: StringBuilder and String Formatting",https://www.youtube.com/watch?v=Va7zaaZVMjo,5/5/12,19:44,79241,583,97,learnjavatutorialforbeginnerspart20stringbuilderandstringformatting.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 15: Getters and Return Values",https://www.youtube.com/watch?v=foX28s2Qw0w,2/19/12,10:32,76055,580,65,learnjavatutorialforbeginnerspart15gettersandreturnvalues.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 11: Arrays of Strings",https://www.youtube.com/watch?v=XYcz9QSprY4,1/6/12,8:40,103754,570,55,learnjavatutorialforbeginnerspart11arraysofstrings.txt,3
Cave of Programming,C++Tutorial for Beginners 2 - Installation,https://www.youtube.com/watch?v=O17TOOOVkgs,5/18/14,8:39,129820,550,79,ctutorialforbeginners2installation.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 10: Arrays",https://www.youtube.com/watch?v=Mfacb9T4biQ,1/1/12,9:47,82424,503,62,learnjavatutorialforbeginnerspart10arrays.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 4: While Loops",https://www.youtube.com/watch?v=vnAYHVwrO4c,11/30/11,7:16,86787,500,54,learnjavatutorialforbeginnerspart4whileloops.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 5: For Loops",https://www.youtube.com/watch?v=42QGewg7AU4,12/1/11,9:29,84096,481,51,learnjavatutorialforbeginnerspart5forloops.txt,3
Cave of Programming,"Learn Java Tutorial for Beginners, Part 7: Getting User Input",https://www.youtube.com/watch?v=h9_FGMo0Tbg,12/5/11,8:53,76234,421,55,learnjavatutorialforbeginnerspart7gettinguserinput.txt,3
Clear Code,Creating a Zelda style game in Python [with some Dark Souls elements],https://www.youtube.com/watch?v=QU1pPzEGrqw,1/29/22,7:38:56,3015459,74042,1418,creatingazeldastylegameinpythonwithsomedarksoulselements.txt,2
Clear Code,Creating Minecraft in Python [with the Ursina Engine],https://www.youtube.com/watch?v=DHSRaVeQxIk,12/2/20,48:54:00,1745107,40594,1886,creatingminecraftinpythonwiththeursinaengine.txt,2
Clear Code,The ultimate introduction to Pygame,https://www.youtube.com/watch?v=AY9MnQ4x3zk,7/11/21,3:47:58,2556798,39067,1968,theultimateintroductiontopygame.txt,2
Clear Code,The ultimate introduction to Godot 4,https://www.youtube.com/watch?v=nAh_Kx5Zh5Q,6/28/23,11:32:41,1413192,38086,2395,theultimateintroductiontogodot4.txt,2
Clear Code,The ultimate introduction to modern GUIs in Python [ with tkinter ],https://www.youtube.com/watch?v=mop6g-c5HEY,3/23/23,18:23:19,904950,26777,673,theultimateintroductiontomodernguisinpythonwithtkinter.txt,2
Clear Code,Creating a Stardew Valley inspired game in Python,https://www.youtube.com/watch?v=T4IX36sP_0c,8/10/22,6:44:12,649760,20151,514,creatingastardewvalleyinspiredgameinpython.txt,2
Clear Code,The complete guide to Python,https://www.youtube.com/watch?v=mDKM-JtUhhc,7/7/22,11:08:59,487697,18251,349,thecompleteguidetopython.txt,2
Clear Code,Creating a Mario Maker style game in Python,https://www.youtube.com/watch?v=qYomF9p_SYM,11/5/22,10:12:30,485633,10621,300,creatingamariomakerstylegameinpython.txt,2
Clear Code,Learning pygame by creating Snake [python tutorial],https://www.youtube.com/watch?v=QFvqStqPCRU,10/27/20,2:05:00,350927,8033,608,learningpygamebycreatingsnakepythontutorial.txt,2
Clear Code,Learning Pygame by making Pong,https://www.youtube.com/watch?v=Qf3-aDXG8q4,11/25/19,28:39:00,204946,6036,415,learningpygamebymakingpong.txt,2
Clear Code,The ultimate introduction to PySimpleGUI [ Creating apps in Python ],https://www.youtube.com/watch?v=kQ8DGP9p2LY,7/24/22,4:24:43,214336,5619,145,theultimateintroductiontopysimpleguicreatingappsinpython.txt,2
Clear Code,Understanding classes and object-oriented programming [Python Tutorial],https://www.youtube.com/watch?v=_vr5faCXFo8,4/30/22,2:06:46,126894,4212,165,understandingclassesandobjectorientedprogrammingpythontutorial.txt,2
Clear Code,Learn Godot by creating Pong,https://www.youtube.com/watch?v=kr1BoEbuveI,8/18/20,2:07:47,123412,3666,324,learngodotbycreatingpong.txt,2
Clear Code,Simulating physics in Python,https://www.youtube.com/watch?v=YrNpkuVIFdg,6/2/20,23:21,132964,3548,121,simulatingphysicsinpython.txt,2
Clear Code,Cameras in Pygame,https://www.youtube.com/watch?v=u7LPRqrzry8,2/12/22,1:13:21,117541,3359,129,camerasinpygame.txt,2
Clear Code,Python / Pygame Tutorial: Animations with sprites,https://www.youtube.com/watch?v=MYaxPa_eZS0,4/22/20,14:25,115782,2930,172,pythonpygametutorialanimationswithsprites.txt,2
Clear Code,Creating Space Invaders in Pygame/Python,https://www.youtube.com/watch?v=o-6pADy5Mdg,8/2/21,1:54:50,123031,2692,142,creatingspaceinvadersinpygamepython.txt,2
Clear Code,A guide to level creation with Tiled [ + how to use it with pygame ],https://www.youtube.com/watch?v=N6xqCwblyiw,4/24/22,1:59:42,129379,2616,129,aguidetolevelcreationwithtiledhowtouseitwithpygame.txt,2
Clear Code,Creating an amazing 2D platformer in Python [ SNES inspired ],https://www.youtube.com/watch?v=WViyCAa6yLI,2/11/24,9:29:02,84709,2521,300,creatinganamazing2dplatformerinpythonsnesinspired.txt,2
Clear Code,Easy pathfinding in python [almost without math],https://www.youtube.com/watch?v=8SigT_jhz4I,11/13/21,1:11:12,84291,2259,118,easypathfindinginpythonalmostwithoutmath.txt,2
Clever Programmer,Top 5 Programming Languages to Learn in 2020 to Get a Job Without a College Degree,https://www.youtube.com/watch?v=tCAt8eEKPDc,12/13/19,13:43,2178478,150768,3802,top5programminglanguagestolearnin2020togetajobwithoutacollegedegree.txt,2
Clever Programmer,Python Tutorial for Beginners - Full Course in 11 Hours [2020],https://www.youtube.com/watch?v=4F2m91eKmts,12/21/19,11:00:09,2452594,124891,4543,pythontutorialforbeginnersfullcoursein11hours2020.txt,2
Clever Programmer,Highest Paying Programming Jobs 👨🏻‍💻💸,https://www.youtube.com/watch?v=phQfoyC3dQA,11/30/22,1:00,1677371,72791,811,highestpayingprogrammingjobs.txt,2
Clever Programmer,Let's Build a Full-Stack AMAZON Clone with REACT JS for Beginners (Full E-Comm Store in 8 Hrs) 2021,https://www.youtube.com/watch?v=RDV3Z1KCBvo,10/14/20,8:43:34,1947581,44952,2941,letsbuildafullstackamazonclonewithreactjsforbeginnersfullecommstorein8hrs2021.txt,2
Clever Programmer,JavaScript Tutorial for Beginners - Full Course in 12 Hours (2022),https://www.youtube.com/watch?v=lI1ae4REbFM,6/30/22,12:21:23,1267050,42635,1685,javascripttutorialforbeginnersfullcoursein12hours2022.txt,2
Clever Programmer,I just asked how much developers make! 💸💸💸,https://www.youtube.com/watch?v=0Zdu5GcIQ-8,1/16/23,0:58,882027,39162,498,ijustaskedhowmuchdevelopersmake.txt,2
Clever Programmer,Python Artificial Intelligence Tutorial - AI Full Course for Beginners in 9 Hours [2021],https://www.youtube.com/watch?v=XIrOM9oP3pA,1/1/21,8:57:30,1000159,39113,1003,pythonartificialintelligencetutorialaifullcourseforbeginnersin9hours2021.txt,2
Clever Programmer,What Programming Language Should I Learn First?,https://www.youtube.com/watch?v=iH4JJuoHQHc,9/30/16,10:41,1564905,34398,2849,whatprogramminglanguageshouldilearnfirst.txt,2
Clever Programmer,Top 4 Programming Languages to Learn in 2019 to Get a Job Without a College Degree,https://www.youtube.com/watch?v=YWWfQ_aRu6g,10/16/18,11:20,1117177,32610,2177,top4programminglanguagestolearnin2019togetajobwithoutacollegedegree.txt,2
Clever Programmer,Top 5 Programming Languages to Learn in 2018 to Get a Job Without a College Degree,https://www.youtube.com/watch?v=f3EbDbm8XqY,1/29/18,10:24,2170176,30259,2128,top5programminglanguagestolearnin2018togetajobwithoutacollegedegree.txt,2
